x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
9.8975,11.126,11.271,15.307,8.6662,7.9774,5.7089,7.1106,10.274,7.0384,2.7
13.134,12.497,15.405,12.712,12.012,8.8866,8.4627,8.8116,12.869,8.5485,2.586
7.3685,8.4825,8.3871,11.416,7.9651,6.9055,9.2731,8.4621,15.062,7.62,0.9565
11.338,12.807,14.475,3.2741,14.568,5.9237,5.3217,10.434,11.778,9.9056,2.2513
7.6648,13.391,10.632,9.6082,14.901,13.277,9.2924,11.668,8.8098,10.088,2.7986
3.7907,13.913,4.0614,7.9232,13.021,13.338,9.2966,8.7866,13.868,7.4166,2.609
14.885,5.6242,8.4423,4.7003,8.5999,12.066,12.889,8.1026,9.4906,16.875,3.5699
4.1604,5.7894,11.357,5.4112,9.7193,10.907,6.9315,9.8546,6.39,13.256,1.7906
16.799,10.888,14.679,14.818,10.622,10.234,12.45,8.2719,10.155,14.785,2.5556
11.313,4.8296,7.4491,11.742,8.9613,8.8762,8.6928,13.365,9.9205,10.512,2.9865
8.2208,5.1584,7.7427,11.88,5.988,10.733,10.964,6.5188,11.992,5.1554,2.8159
13.036,9.3317,12.667,8.4055,13.593,11.461,11.918,14.253,6.9452,10.716,2.4046
11.898,12.349,7.4387,4.4811,9.8172,14.77,11.642,7.5617,16.442,5.1123,0.90724
10.471,-1.0579,7.872,4.6515,4.6239,6.5895,0.50001,7.537,13.059,9.0852,1.8629
14.96,15.042,13.441,9.3297,9.5617,12.522,6.752,9.634,6.979,13.46,1.7894
14.517,14.745,9.059,8.6274,1.2325,20.735,2.2332,6.7222,10.233,13.522,1.9641
12.113,8.2187,7.3564,4.1,9.4242,12.922,16.907,10.051,5.2485,6.879,1.6642
17.055,15.604,11.165,11.141,3.1969,12.643,13.022,11.689,14.796,15.646,2.2267
4.2836,8.0191,7.56,6.3953,11.827,8.0633,7.777,15.22,9.3476,13.868,2.0352
4.6174,12.517,11.841,11.216,9.8026,16.97,8.9089,5.981,9.8043,10.905,1.1931
6.6345,11.176,15.13,11.606,7.302,11.258,8.695,8.5674,14.11,7.4635,0.34821
13.22,13.605,14.417,11.653,13.309,10.737,14.261,8.3562,7.1078,9.9901,2.9853
12.475,5.4849,9.9259,0.93386,12.174,9.8501,19.721,8.7577,10.714,9.7735,1.667
13.099,15.927,11.253,3.3167,5.5798,7.4663,9.4225,9.1757,10.502,6.6688,1.5369
10.846,18.351,6.7117,11.117,4.8142,8.5171,7.7508,11.891,12.727,8.8891,1.6041
11.346,6.5506,4.2698,13.99,7.4404,8.6238,5.5842,8.8658,12.393,11.438,3.4279
5.6449,11.489,6.5673,8.973,17.3,6.6968,11.74,9.0661,4.7971,11.275,2.2686
7.3477,10.644,8.4836,5.4913,10.616,12.468,9.8778,15.489,8.6435,6.0758,-0.16764
10.633,11.023,12.216,9.3359,7.5019,3.4623,6.6424,4.877,13.616,9.7995,3.4487
7.8577,5.8368,10.224,13.031,10.569,10.926,9.0591,9.2576,13.304,13.497,3.0412
14.404,2.28,13.463,11.545,11.486,6.6766,12.246,5.3943,14.645,6.1532,2.3242
8.9765,7.3615,14.281,8.3816,15.774,10.878,0.17523,13.335,4.8817,21.134,2.2116
14.27,3.1417,13.889,15.69,13.069,2.8382,12.28,6.2597,13.087,8.2494,1.2307
7.4273,7.6802,7.5427,12.542,12.636,7.7084,8.9911,-0.59204,8.5228,12.796,2.1371
9.162,9.223,7.5216,8.4491,9.6955,6.0088,17.109,6.0244,9.4196,7.9559,2.0846
1.436,12.852,10.594,9.3131,4.3521,11.381,8.5026,11.258,10.98,10.542,0.29293
8.8085,13.234,12.317,8.2931,19.723,7.5646,8.4493,10.609,12.133,9.0694,1.4519
8.3782,11.681,8.1093,9.9898,3.8918,13.095,4.2897,4.5312,7.4822,7.9575,2.1659
12.176,8.7573,9.5876,10.435,10.091,10.568,15.361,7.822,13.838,7.4814,0.94539
6.1587,12.057,11.894,2.6503,14.56,2.2731,9.7396,3.3441,9.0686,14.087,3.8309
10.432,11.077,4.0934,9.4832,8.8807,9.8796,7.9646,10.209,8.1635,11.305,1.9877
9.6779,10.84,11.068,9.0137,4.3431,0.74953,11.322,12.755,2.8374,14.409,2.5306
7.0679,8.9401,11.793,13.827,4.0966,8.8356,5.0799,10.268,10.828,8.7651,2.8254
15.098,12.824,2.8527,5.06,18.093,10.366,11.757,10.511,10.942,11.358,2.7419
6.5795,13.272,11.356,12.612,11.511,6.2928,8.8414,7.8626,9.1512,9.4915,2.0382
9.9121,7.782,10.3,6.1242,4.8679,13.249,14.711,9.1017,7.8428,6.4989,1.8153
10.291,9.4394,13.074,8.0345,14.16,7.3012,12.531,6.2464,11.419,16.853,2.5087
1.5626,7.7877,9.2505,11.044,12.299,11.43,9.3034,6.017,7.9448,9.3862,1.6187
10.375,5.7302,8.8453,6.0711,11.765,6.1066,4.9034,2.1525,3.9905,9.1336,2.2967
8.6936,5.3148,12.201,13.448,14.065,6.1405,14.61,9.069,16.454,4.8399,1.9117
14.629,12.468,15.925,10.351,8.7571,11.872,5.997,12.463,13.533,9.7357,-0.89299
0.92229,3.8131,13.403,7.5293,9.8161,14.05,6.8292,7.7148,13.667,16.439,3.4593
7.1691,6.6717,7.8385,6.2458,10.222,12.405,10.573,10.079,11.833,10.966,2.7599
12.186,7.7016,8.4644,11.591,9.1364,9.7265,10.477,12.177,10.881,10.006,1.4505
0.20586,12.29,9.5371,8.6327,2.5568,5.8041,11.691,8.5074,10.644,14.564,2.7639
9.6972,11.986,4.1167,12.224,14.513,7.3452,1.9836,9.2352,8.5843,11.002,2.2494
0.40715,7.4122,13.792,3.8905,11.271,8.9091,11.617,13.253,14.794,13.554,3.8929
8.8019,12.597,6.0647,6.5077,13.424,12.422,12.328,9.323,2.4917,14.471,2.7123
10.375,12.415,19.559,12.39,8.0322,10.684,7.7264,14.919,7.4222,13.8,3.2646
12.026,10.567,7.3416,-1.6454,14.31,14.664,6.5663,11.505,4.135,9.2034,1.1268
14.625,5.2852,14.486,7.2691,10.326,12.608,5.6791,7.8662,9.3959,8.0047,1.1353
9.4614,6.676,1.2246,7.4976,8.6769,13.616,11.718,6.3586,8.2458,5.9248,1.5918
8.3007,17.379,9.2087,15.584,10.155,13.011,9.3711,10.774,15.421,6.0971,1.4406
9.5772,8.8156,10.454,7.1609,15.752,7.5264,15.606,8.0735,9.3512,2.5926,1.4598
7.1889,16.27,8.7735,8.1997,8.7689,4.6645,3.8047,8.9164,2.7986,7.1438,2.1193
4.8354,17.112,9.4884,11.243,21.329,5.3736,4.0218,15.43,10.261,8.2313,2.0539
11.21,14.386,7.6412,15.362,13.508,15.97,8.7839,9.1174,11.829,7.0674,2.8296
11.862,7.5549,9.7945,12.353,11.418,4.6183,15.697,8.6764,11.52,8.6454,1.7928
8.6876,8.3588,12.594,11.562,11.547,9.0911,11.861,9.8359,11.696,3.8566,2.0259
8.602,15.808,12.248,10.79,8.8219,6.2836,8.1437,11.218,8.8198,9.6521,0.53084
12.831,10.518,10.974,6.5015,4.4286,16.247,10.218,4.6467,11.184,11.41,3.0396
7.9553,17.823,15.684,9.1187,10.419,14.231,8.0534,7.3807,5.0572,7.6429,1.4479
15.516,11.261,7.3226,10.788,8.5616,9.0867,12.458,6.5749,13.512,7.349,1.2118
9.0473,5.6686,16.423,8.3336,11.133,14.33,11.061,15.395,10.522,12.582,2.886
10.845,11.729,11.567,7.2891,3.2833,11.855,16.417,11.34,2.5627,12.571,2.03
9.9157,7.9449,3.9054,10.242,7.1054,10.697,11.58,12.96,5.7231,6.1416,0.91283
10.643,10.119,9.292,13.637,7.8253,10.534,2.4439,14.734,5.2428,7.3419,3.4232
4.8963,9.4573,11.266,15.749,8.6776,14.383,6.5321,11.978,12.007,12.134,1.0535
3.4785,13.847,9.6096,9.5103,9.7044,9.9213,5.9902,9.2583,16.194,16.775,2.7287
8.3728,9.9648,16.34,11.56,4.6556,11.091,10.047,8.6763,16.188,10.446,2.9467
10.195,2.7794,10.607,14.893,14.219,13.723,9.1642,6.3342,9.6521,12.815,3.0636
8.5998,10.696,5.4368,13.349,11.133,12.236,11.904,11.785,2.1438,13.19,3.2486
4.1994,7.8825,12.124,10.936,14.578,16.381,8.4437,7.9423,10.258,13.991,1.4724
8.6395,13.608,5.0783,13.196,11.894,9.9329,9.0214,15.468,5.3594,13.233,2.0369
13.139,8.69,6.6866,11.302,6.0024,17.292,10.044,10.589,4.2781,11.103,2.2082
13.199,12.235,15.587,9.037,11.437,12.964,15.4,3.9013,13.154,12.51,1.9805
10.085,3.4496,14.557,7.0694,7.3844,4.831,16.707,13.616,12.296,13.312,2.1705
12.696,14.955,7.0182,15.46,14.235,13.277,14.736,8.3255,14.513,8.9173,3.4274
9.6013,0.83902,5.259,12.167,10.336,8.0641,1.0555,11.027,8.4236,5.9215,2.0117
9.739,8.8466,11.875,9.0741,13.071,5.1449,8.8368,14.78,12.763,8.2424,2.1355
7.4632,8.233,10.454,3.3936,4.8251,7.0545,11.612,7.9825,7.2057,9.4882,1.1488
14.663,14.189,9.2124,9.9454,7.7177,10.093,12.965,10.706,10.694,8.2191,2.1266
8.1704,7.2264,6.7947,7.0618,8.4659,14.965,6.9179,16.499,2.3523,8.5756,1.5556
15.836,11.363,8.0683,10.252,-3.7092,10.65,13.417,14.55,3.4371,5.6714,1.6102
6.5209,7.3446,16.099,13.646,12.931,2.9581,8.7743,7.9007,8.7068,4.8385,1.6708
10.391,5.1338,7.6571,9.5807,6.8131,5.3457,7.2797,15.35,7.2116,10.21,2.3219
7.3675,14.013,7.8867,17.256,10.895,14.352,7.9629,7.6722,2.5123,7.9658,0.57209
8.136,9.6449,13.841,10.448,9.5499,7.0404,6.4642,7.3168,12.761,4.8689,2.2181
8.2524,17.146,9.3313,9.5101,6.5905,6.7594,13.602,16.238,10.373,2.113,3.2767
8.5201,2.7374,10.438,16.643,8.4161,5.1758,5.9311,10.059,13.668,8.3224,1.6769
12.918,9.8102,6.7659,15.244,4.5372,6.0569,3.4891,4.06,2.652,3.9905,1.4901
11.754,9.9845,6.7726,10.116,8.6895,9.8713,8.3963,3.9464,7.8952,13.614,2.4876
5.1439,9.0045,10.014,7.9437,12.851,10.299,13.482,6.1023,5.2568,7.9156,1.4303
5.9391,9.5635,9.2781,9.0143,10.922,12.198,10.35,9.275,8.3553,12.777,0.70217
18.699,17.191,4.6348,5.5911,7.858,10.818,7.3092,2.9351,9.7705,9.3621,2.3626
7.8786,11.455,11.137,18.087,16.915,8.5634,11.967,7.5289,8.6404,3.7062,2.0722
15.222,12.766,6.279,12.536,4.8469,15.094,4.4849,7.8572,8.1047,12.478,-0.32573
16.151,8.1226,9.1715,9.0001,14.601,13.493,8.6077,13.225,1.635,7.5981,2.2686
12.361,8.6321,13.506,10.853,18.296,11.443,12.753,10.73,16.712,5.351,1.776
12.5,8.8386,14.151,6.2931,9.638,9.2018,10.111,3.4035,12.067,12.27,2.6904
10.504,7.9029,8.8068,12.1,7.3025,21.14,5.6397,7.7545,9.0873,15.414,1.6448
14.959,12.329,6.3561,8.7872,10.793,14.777,9.663,7.515,12.424,-0.39975,1.4845
13.61,6.0551,10.688,15.43,6.2357,9.2661,10.351,17.108,13.094,13.027,0.91397
8.2698,18.871,12.358,12.315,5.9307,14.328,11.446,12.256,9.3507,10.695,3.3148
9.4527,10.055,10.155,10.785,9.1244,11.251,8.107,12.21,1.0338,13.418,2.4923
13.549,18.357,10.435,10.29,6.7956,8.8747,9.976,12.252,13.495,10.088,3.6366
12.509,10.27,11.746,10.374,7.7228,9.4346,9.0022,8.9668,12.883,15.065,1.8932
7.2264,17.852,14.367,15.257,3.7543,6.6013,8.6099,9.361,12.907,5.7453,1.6044
5.2783,14.997,11.355,8.8255,4.7423,6.1056,13.845,11.675,11.752,10.32,1.3874
13.253,8.3156,3.4311,14.11,10.554,6.7347,10.991,2.977,12.683,9.0103,3.6296
9.6619,13.027,13.774,8.787,4.394,7.114,8.4693,11.132,10.816,5.1229,3.6679
6.566,14.154,5.978,7.7007,10.763,4.7952,7.4112,6.471,8.6405,2.454,2.0809
10.835,4.9808,7.9035,9.5794,6.8818,5.3039,6.3988,10.486,11.975,15.869,1.6826
14.363,13.013,5.9926,8.8946,5.5731,10.948,10.531,9.3843,9.9726,12.842,0.81295
6.788,10.801,9.9307,8.5876,9.3751,11.949,6.7015,10.404,8.2123,6.9577,1.8834
3.7907,13.427,11.391,8.672,13.209,9.2097,8.457,14.043,11.138,18.907,2.3183
5.8052,11.255,15.441,5.7552,16.998,13.895,9.5171,11.692,8.0746,2.4363,2.452
10.2,9.7153,14.248,7.6105,4.4689,11.05,8.2604,6.8095,11.223,7.9492,2.5811
11.175,4.7333,6.8897,4.8665,8.1075,10.987,7.8715,0.81692,7.4874,11.729,-0.7084
7.1156,8.2745,9.098,11.754,6.6416,7.5757,8.0236,8.6252,12.036,12.224,1.836
6.1574,5.2345,12.522,14.427,8.0295,6.2653,10.936,11.023,7.4495,10.27,2.1356
14.649,14.523,12.818,4.6678,18.348,9.2402,7.877,10.464,15.803,10.806,2.7799
13.112,14.021,14.702,15.46,13.352,8.6783,7.6355,11.759,12.501,8.9721,3.6274
14.652,7.8734,12.751,6.7091,15.692,9.2596,8.5965,3.2803,7.6339,15.54,2.4599
14.21,8.6184,18.172,7.0473,8.9356,23.505,14.354,12.77,17.21,12.347,2.4632
7.2868,8.0699,13.159,8.8415,9.0204,3.9296,9.0331,10.11,13.3,8.8305,2.4402
10.261,13.658,17.844,9.7285,9.7592,9.016,6.8017,7.0685,5.8622,-0.4157,2.3813
10.101,6.0188,2.3837,14.219,14.959,7.9984,3.5592,7.4796,6.8585,15.249,2.3745
12.107,6.0929,16.762,6.1687,12.715,11.71,8.2003,9.2386,8.5614,13.942,1.5689
9.7243,12.967,10.621,12.897,9.2357,7.5915,12.206,12.506,7.9926,11.423,4.2731
7.0491,12.044,8.3718,7.8987,10.846,12.467,12.112,6.3682,14.113,10.322,2.3797
9.3592,8.3046,10.279,5.6139,11.203,9.9261,14.156,6.0813,13.633,10.871,-1411.1
13.135,10.59,7.7129,10.439,6.8026,16.435,7.8539,9.7398,9.9792,7.1389,-0.77745
7.5412,11.679,13.817,13.473,15.981,1.6067,11.379,0.863,7.8985,7.2977,2.392
7.8769,8.3308,5.6566,10.221,8.9398,11.198,4.312,9.1579,11.833,7.9584,2.7401
15.538,3.5883,15.253,8.4892,6.4907,10.521,13.809,9.5948,13.021,2.0589,2.4069
14.355,11.269,4.2863,11.388,11.317,12.247,6.762,8.1166,7.9676,9.9401,1.0781
14.051,10.525,13.592,14.355,1.4444,16.465,6.8766,16.048,13.979,8.0766,2.1
4.4957,6.0272,12.465,7.7234,9.2579,14.025,7.8101,11.542,7.4263,9.3533,0.4709
11.989,7.4035,9.9689,17.855,14.836,9.9276,9.9682,14.988,22.892,17.127,1.9165
6.925,13.217,13.899,-1.6942,10.818,6.7776,10.359,10.561,8.0809,9.6594,2.7213
8.052,8.1637,13.384,11.122,8.5125,8.0907,13.636,9.0634,9.8521,8.6526,1.6298
6.1997,8.0898,13.092,5.6629,6.3823,10.383,12.637,5,9.7431,11.295,1.7735
16.063,11.715,7.1954,8.7323,11.432,5.9591,8.094,12.685,9.0815,13.547,2.9853
13.795,8.4197,16.135,7.5783,11.136,13.526,13.577,2.802,15.16,13.833,2.1628
18.087,9.5763,13.958,11.93,4.056,10.601,8.0265,6.6532,7.0702,4.8717,3.869
5.3431,11.669,15.497,8.5469,7.0006,9.6236,6.5073,5.6936,7.0194,9.7994,0.89981
5.5917,0.81409,7.8347,14.117,11.286,15.254,11.138,13.257,10.545,10.062,2.2888
6.2192,11.798,8.4663,11.335,17.345,11.803,2.0163,8.5415,6.5227,7.7638,2.5298
16.967,10.202,8.2714,11.534,13.983,12.773,6.9739,13.584,8.2359,8.8579,3.0524
9.9884,6.8623,8.9044,12.617,10.188,12.292,10.669,12.437,7.1185,11.828,2.6596
11.715,12.632,15.892,7.89,12.256,7.2591,6.7454,9.6818,11.269,6.6776,1.3814
12.539,8.1966,5.4503,6.9896,11.241,3.9423,14.9,7.8076,3.8306,8.2945,2.422
8.5736,5.1609,5.467,14.641,11.893,11.853,11.346,5.6418,7.8707,9.611,4.2057
8.1895,10.689,14.984,13.681,8.1937,13.55,5.4695,12.99,7.5243,9.1993,3.1181
12.665,7.363,9.7819,3.2906,6.4268,11.009,17.096,10.326,12.468,13.774,2.7344
8.7261,7.5398,11.639,7.976,9.868,9.7463,11.711,12.005,16.442,16.847,3.6363
6.4325,13.981,9.1129,8.0238,14.163,8.9565,11.866,13.499,10.875,0.87539,593.34
11.821,10.388,6.0043,13.16,7.7804,13.785,8.9824,10.115,8.6549,8.1992,2.6306
10.528,6.3851,6.3458,6.8899,5.6772,8.4662,7.4101,12.195,8.6413,6.0469,1.1486
6.7083,11.778,9.0973,7.8822,2.1857,8.9409,9.3446,5.0462,3.6809,5.1051,1.3376
12.969,14.738,5.7083,5.6681,7.1142,8.3605,12.425,16.974,8.7733,8.7772,1.6542
10.077,3.7019,7.6287,8.1113,8.6437,13.214,11.399,10.026,11.391,3.6336,0.92512
13.449,7.1188,5.3194,12.297,11.23,8.4415,9.447,11.84,10.796,13.33,3.7795
6.5745,7.9933,13.558,15.953,8.2668,9.6938,10.801,6.6676,3.8771,17.843,0.90523
12.028,12.297,12.42,15.384,6.8951,14.682,15.938,8.2696,9,3.3056,2.0495
6.8911,10.425,9.4385,4.3489,14.063,16.458,10.022,13.868,7.3625,9.7549,2.2864
16.472,6.1059,3.9841,8.8818,15.327,16.917,9.7051,11.331,15.473,8.1698,3.7502
8.3928,5.0424,6.6554,13.68,11.988,21.845,12.487,4.7716,6.146,10.187,1.5147
9.9934,5.6018,8.0469,12.89,6.4152,13.674,5.5128,7.347,2.6654,8.6273,4.8367
13.349,7.7501,6.5194,8.4144,11.016,15.829,11.122,16.885,10.67,3.433,1.142
7.4665,12.173,11.078,7.6699,7.9555,10.212,14.581,4.7683,9.2229,4.8443,1.485
6.2178,2.601,8.3236,10.038,11.883,5.0043,7.017,11.228,8.5717,1.7621,2.2273
7.6993,13.557,12.467,6.4722,8.0899,8.181,12.707,15.726,13.075,14.282,2.0758
6.4692,9.3505,15.053,0.65776,5.8699,11.755,7.9674,8.827,11.294,5.2828,2.9046
